TRANSACTION_NBR,EMPLID,EMPL_RCD,BGN_DT,PIN_TAKE_NUM,END_DT,SEQNUM,OPRID,EMPLID_CURR_APPR,ACTION_DT,HR_WF_ACTION,HGA_APPR_PRCS
2372,KU0173,0,5/11/2017,2392,5/11/2017,1,SAMPLE,KU0007,6/18/2017,SAV, 
2372,KU0173,0,5/11/2017,2392,5/11/2017,2,SAMPLE,KU0007,6/18/2017,SUB,CAN
2371,KU0173,0,4/12/2017,2392,4/12/2017,2,SAMPLE,KU0007,6/18/2017,SUB,CAN
2372,KU0173,0,5/11/2017,2392,5/11/2017,3,SAMPLE,KU0007,6/18/2017,APV,CAN
2372,KU0173,0,5/11/2017,2392,5/11/2017,4,SAMPLE,KU0007,6/18/2017,CAN,REQ
2371,KU0173,0,4/12/2017,2392,4/12/2017,3,SAMPLE,KU0007,6/18/2017,APV,CAN
2371,KU0173,0,4/12/2017,2392,4/12/2017,4,SAMPLE,KU0007,6/18/2017,CAN,REQ
2399,KU0314,0,11/23/2017,2343,11/23/2017,1,JPATTERSON,KU0131,11/5/2017,APV, 
2430,KZ0001,0,9/5/2017,130686,9/5/2017,1,SAMPLE,KU0007,11/21/2017,SAV, 
2431,KZ0001,0,10/9/2017,130686,10/9/2017,1,SAMPLE,KU0007,11/21/2017,SAV, 
2433,KEG012,0,1/2/2017,50659,1/31/2017,2,SAMPLE,KU0007,11/22/2017,SAV, 
2443,KU0135,0,1/4/2018,2392,1/4/2018,1,FTHOMPSON,KU0135,12/6/2017,SUB,REQ
2443,KU0135,0,1/4/2018,2392,1/4/2018,2,CSTEVENSON,KU0020,12/6/2017,APV,REQ
2453,KU0148,1,10/19/2017,2343,10/19/2017,1,SAMPLE,KU0007,12/7/2017,SAV, 
2454,KU0148,1,12/13/2017,2392,12/13/2017,1,SAMPLE,KU0007,12/7/2017,SAV, 
2455,KU0148,1,1/1/2018,2343,1/1/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2456,KU0148,1,2/5/2018,2343,2/5/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2457,KU0148,1,3/1/2018,2392,3/1/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2458,KU0148,1,5/7/2018,2392,5/7/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2459,KU0148,1,4/4/2018,2392,4/4/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2488,KU0149,0,12/7/2017,2392,12/7/2017,1,SAMPLE,KU0007,12/10/2017,SUB, 
2529,KU0171,0,8/1/2018,2392,8/1/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2530,KU0171,0,8/9/2018,2392,8/9/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2531,KU0171,0,8/17/2018,2392,8/20/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2391,KU0172,0,11/23/2017,2392,11/23/2017,1,JPATTERSON,KU0131,11/3/2017,APV, 
2393,KU0170,0,10/13/2017,2392,10/13/2017,1,JPATTERSON,KU0131,11/4/2017,APV, 
2395,KU0170,0,12/26/2017,2392,12/26/2017,1,JPATTERSON,KU0131,11/4/2017,APV, 
2396,KU0142,0,12/27/2017,2343,12/27/2017,1,JPATTERSON,KU0131,11/4/2017,APV, 
2400,KU0174,0,12/8/2017,2392,12/8/2017,1,JPATTERSON,KU0131,11/5/2017,APV, 
2432,KEG011,0,1/2/2017,50658,1/31/2017,1,SAMPLE,KU0007,11/22/2017,SAV, 
2434,KRE0001,0,12/1/2015,220244,3/29/2016,1,SAMPLE,KU0007,11/27/2017,SAV, 
2436,KRE0002,0,12/19/2015,220250,12/30/2015,1,SAMPLE,KU0007,11/27/2017,SAV, 
2450,KU0147,0,7/1/2018,2343,7/1/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2451,KU0147,0,9/3/2018,2343,9/3/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2452,KU0147,0,11/20/2018,2392,11/20/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2471,KU0148,0,12/30/2018,2392,12/30/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2472,KU0148,0,7/8/2018,2392,7/9/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2473,KU0148,0,12/7/2017,2392,12/7/2017,1,SAMPLE,KU0007,12/7/2017,SAV, 
1692,KU0141,0,12/26/2016,2392,12/29/2016,2,RCHANNING,KU0046,12/8/2017,DNY,REQ
2383,KU0020,0,6/29/2017,2392,7/7/2017,2,RCHANNING,KU0046,12/8/2017,DNY,REQ
1909,KU0102,0,12/1/2016,2392,12/15/2016,2,RCHANNING,KU0046,12/8/2017,APV,REQ
2517,KU0171,0,6/4/2018,2392,6/4/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2518,KU0171,0,6/20/2018,2392,,1,RCHANNING,KU0046,2/13/2018,SAV, 
2519,KU0171,0,6/28/2018,2392,,1,RCHANNING,KU0046,2/13/2018,SAV, 
2520,KU0171,0,6/12/2018,2392,6/12/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2533,KU0171,0,9/3/2018,2392,9/3/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2534,KU0171,0,9/11/2018,2392,9/11/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2535,KU0171,0,9/19/2018,2392,9/19/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2536,KU0171,0,9/27/2018,2392,9/27/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
2189,KU0170,0,5/18/2017,2392,5/18/2017,1,SAMPLE,KU0007,5/8/2017,APV, 
2192,KU0142,0,5/16/2017,2343,5/16/2017,1,SAMPLE,KU0007,5/9/2017,APV, 
2196,KU0170,0,6/13/2017,2392,6/13/2017,1,SAMPLE,KU0007,5/9/2017,APV, 
2197,KU0140,0,6/14/2017,2343,6/14/2017,1,SAMPLE,KU0007,5/9/2017,APV, 
2198,KU0171,0,6/15/2017,2392,6/15/2017,1,SAMPLE,KU0007,5/9/2017,APV, 
2373,KU0173,0,6/14/2017,2392,6/14/2017,1,SAMPLE,KU0007,6/19/2017,SUB,REQ
2374,KU0173,0,7/25/2017,2392,7/25/2017,1,SAMPLE,KU0007,6/19/2017,SUB,REQ
2373,KU0173,0,6/14/2017,2392,6/14/2017,2,SAMPLE,KU0007,6/19/2017,APV,REQ
2374,KU0173,0,7/25/2017,2392,7/25/2017,2,SAMPLE,KU0007,6/19/2017,APV,REQ
2382,KU0135,0,6/29/2017,2392,6/30/2017,2,CSTEVENSON,KU0020,6/29/2017,APV,REQ
2382,KU0135,0,6/29/2017,2392,6/30/2017,4,CSTEVENSON,KU0020,6/29/2017,APV,CAN
2383,KU0020,0,6/29/2017,2392,7/7/2017,1,CSTEVENSON,KU0020,6/29/2017,SUB,REQ
2394,KU0170,0,11/17/2017,2392,11/17/2017,1,JPATTERSON,KU0131,11/4/2017,APV, 
2398,KU0175,0,12/14/2017,2392,12/14/2017,1,JPATTERSON,KU0131,11/5/2017,APV, 
2401,KU0174,0,11/17/2017,2343,11/17/2017,1,JPATTERSON,KU0131,11/5/2017,APV, 
2435,KRE0007,0,12/1/2015,220244,3/29/2016,1,SAMPLE,KU0007,11/27/2017,SAV, 
2441,KU0020,0,12/12/2017,2392,12/12/2017,1,CSTEVENSON,KU0020,12/6/2017,SUB,REQ
2443,KU0135,0,1/4/2018,2392,1/4/2018,3,FTHOMPSON,KU0135,12/6/2017,SUB,CAN
2445,KU0020,0,1/12/2018,2392,1/12/2018,1,CSTEVENSON,KU0020,12/6/2017,SUB,REQ
2474,KU0148,0,3/6/2018,2343,3/7/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2475,KU0148,0,5/17/2018,2343,5/17/2018,1,SAMPLE,KU0007,12/7/2017,SAV, 
2476,KU0148,0,11/21/2017,2343,11/21/2017,1,SAMPLE,KU0007,12/7/2017,SAV, 
690,KU0147,0,6/30/2014,2343,6/30/2014,2,CSTEVENSON,KU0020,12/10/2017,APV,REQ
1070,KU0131,0,12/19/2014,2343,12/19/2014,2,CSTEVENSON,KU0020,12/10/2017,APV,REQ
2498,KU0171,0,1/2/2018,2392,1/2/2018,1,JPATTERSON,KU0131,2/13/2018,APV, 
2502,KU0171,0,2/5/2018,2392,2/5/2018,1,RCHANNING,KU0046,2/13/2018,SAV, 
1697,KU0173,0,8/15/2016,2343,8/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1698,KU0173,0,8/12/2016,2344,8/12/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1700,KU0134,0,8/10/2016,2392,8/12/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1709,KU0135,0,7/27/2016,2392,7/29/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1688,KU0141,0,8/24/2016,2392,8/25/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1695,KU0173,0,7/12/2016,2392,7/14/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1702,KU0134,0,4/18/2016,2343,4/18/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1713,KU0146,0,3/9/2016,2392,3/11/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1715,KU0146,0,3/16/2016,2343,3/16/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1665,KU0130,0,9/12/2016,2343,9/12/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1666,KU0130,0,9/23/2016,2392,9/23/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1667,KU0130,0,10/27/2016,2344,10/27/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1668,KU0130,0,10/24/2016,2392,10/24/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1669,KU0130,0,11/1/2016,2392,11/1/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1670,KU0130,0,11/24/2016,2392,11/25/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1671,KU0130,0,12/5/2016,2343,12/5/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1689,KU0141,0,9/15/2016,2392,9/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1690,KU0141,0,9/26/2016,2343,9/26/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1691,KU0141,0,10/10/2016,2344,10/10/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1693,KU0141,0,11/28/2016,2343,11/28/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1696,KU0173,0,10/18/2016,2343,10/18/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1703,KU0134,0,10/27/2016,2392,10/27/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1710,KU0135,0,9/15/2016,2392,9/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1711,KU0135,0,11/15/2016,2343,11/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1714,KU0146,0,11/15/2016,2392,11/16/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1716,KU0146,0,11/22/2016,2392,11/24/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1718,KU0146,0,6/21/2016,2392,6/21/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1722,KU0079,0,9/6/2016,2392,9/6/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1823,KU0020,0,8/15/2016,2392,8/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1827,KU0020,0,12/12/2016,2392,12/12/2016,1,RCHANNING,KU0020,9/9/2016,SUB,REQ
1827,KU0020,0,12/12/2016,2392,12/12/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1799,KU0103,0,7/7/2016,2392,7/7/2016,1,HCRUSA_KU0103,KU0103,9/8/2016,APV, 
1813,KU0141,0,9/1/2016,2392,9/1/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1814,KU0141,0,10/3/2016,2392,10/3/2016,2,JPATTERSON,KU0141,9/8/2016,SUB,CAN
1819,KU0141,0,11/23/2016,2392,11/23/2016,1,KMACKENZIE,KU0141,9/8/2016,APV, 
1678,KU0141,0,3/18/2016,2343,3/18/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1679,KU0141,0,4/21/2016,2392,4/22/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1680,KU0141,0,5/2/2016,2344,5/2/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1721,KU0079,0,7/19/2016,2392,7/19/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1824,KU0020,0,9/9/2016,2392,9/9/2016,1,RCHANNING,KU0020,9/9/2016,SUB,REQ
1824,KU0020,0,9/9/2016,2392,9/9/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1826,KU0020,0,9/30/2016,2392,9/30/2016,1,RCHANNING,KU0020,9/9/2016,SUB,REQ
1826,KU0020,0,9/30/2016,2392,9/30/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1828,KU0076,0,10/10/2016,2392,10/10/2016,1,MLEE,KU0076,9/9/2016,SUB,REQ
1829,KU0076,0,10/11/2016,2392,10/11/2016,2,MLEE,KU0076,9/9/2016,SUB,CAN
1830,KU0044,0,9/5/2016,2392,9/5/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1833,KU0044,0,12/26/2016,2392,12/27/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1835,KU0102,0,10/10/2016,2392,10/11/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1836,KU0102,0,11/28/2016,2392,11/29/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1832,KU0044,0,11/28/2016,2392,11/29/2016,2,DREESE,KU0044,9/9/2016,SUB,CAN
1880,KU0500,0,10/12/2016,2392,10/12/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1883,KU0519,0,11/28/2016,2343,11/28/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1893,KU0099,0,11/15/2016,2343,11/15/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1895,KU0046,0,11/18/2016,2343,11/18/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1897,KU0435,0,12/12/2016,2392,12/12/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1898,KU0059,0,12/12/2016,2392,12/16/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1899,KU0131,0,10/10/2016,2392,10/10/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1909,KU0102,0,12/1/2016,2392,12/15/2016,1,EDONAHUE,KU0102,11/3/2016,SUB,REQ
1910,KU0020,0,11/7/2016,2392,11/14/2016,1,CSTEVENSON,KU0020,11/7/2016,SUB,REQ
1614,KU0020,0,9/14/2016,2392,9/14/2016,2,CSTEVENSON,KU0020,11/7/2016,CAN,REQ
1911,KU0131,0,11/7/2016,2392,11/8/2016,1,JPATTERSON,KU0131,11/7/2016,SUB,REQ
1912,KU0131,0,11/9/2016,2392,11/10/2016,2,JPATTERSON,KU0131,11/7/2016,CAN,REQ
1914,KU0131,0,12/1/2016,2392,12/9/2016,3,JPATTERSON,KU0131,11/9/2016,SUB,CAN
1927,KU0170,0,1/19/2017,2343,1/19/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1932,KU0176,0,1/19/2017,2392,1/19/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1934,KU0314,0,1/18/2017,2392,1/18/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1936,KU0175,0,2/16/2017,2392,2/16/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1945,KU0176,0,2/13/2017,2392,2/13/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1957,KU0140,0,3/16/2017,2343,3/16/2017,1,JPATTERSON,KU0131,2/13/2017,SUB, 
1958,KU0172,0,3/13/2017,2392,3/13/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1908,KU0020,0,11/3/2016,2392,11/3/2016,1,CSTEVENSON,KU0020,11/3/2016,SUB,REQ
1913,KU0131,0,11/28/2016,2392,11/28/2016,3,JPATTERSON,KU0131,11/9/2016,SUB,CAN
1914,KU0131,0,12/1/2016,2392,12/9/2016,1,JPATTERSON,KU0131,11/9/2016,SUB,REQ
1913,KU0131,0,11/28/2016,2392,11/28/2016,4,RCHANNING,KU0046,11/9/2016,APV,CAN
1913,KU0131,0,11/28/2016,2392,11/28/2016,5,RCHANNING,KU0046,11/9/2016,APV,CAN
1913,KU0131,0,11/28/2016,2392,11/28/2016,6,RCHANNING,KU0046,11/9/2016,CAN,REQ
1915,KU0135,0,12/1/2016,2392,12/15/2016,1,FTHOMPSON,KU0135,11/9/2016,SUB,REQ
1926,KU0172,0,1/17/2017,2392,1/17/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1938,KU0170,0,2/16/2017,2392,2/16/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1943,KU0142,0,2/16/2017,2392,2/16/2017,1,JPATTERSON,KU0131,2/12/2017,SUB, 
1944,KU0173,0,2/15/2017,2343,2/15/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1948,KU0314,0,3/16/2017,2343,3/16/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1952,KU0142,0,3/13/2017,2392,3/13/2017,1,JPATTERSON,KU0131,2/13/2017,SUB, 
2057,K0W247,0,1/27/2017,2343,1/27/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2059,K0W233,0,3/23/2017,2392,3/24/2017,1,SAMPLE,KU0007,3/22/2017,SAV, 
2060,K0W203,0,3/15/2017,25906,3/17/2017,1,SAMPLE,KU0007,3/22/2017,SAV, 
2021,K0W202,0,1/23/2017,2392,1/25/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2061,K0W205,0,3/1/2017,2392,3/3/2017,1,SAMPLE,KU0007,3/22/2017,SAV, 
2029,K0W204,0,3/6/2017,2343,3/7/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2065,K0W208,0,3/27/2017,2392,3/29/2017,1,SAMPLE,KU0007,3/22/2017,SAV, 
2032,K0W231,0,3/20/2017,2392,3/24/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2068,K0W248,0,2/20/2017,2392,2/20/2017,1,HAM_K0W210,K0W210,3/22/2017,SAV, 
2034,K0W232,0,3/28/2017,2343,3/30/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2037,K0W246,0,3/27/2017,2392,3/30/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2071,KU0020,0,2/7/2017,2392,2/7/2017,1,RCHANNING,KU0020,3/24/2017,SUB,REQ
2071,KU0020,0,2/7/2017,2392,2/7/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2072,KU0020,0,3/8/2017,2392,3/8/2017,1,RCHANNING,KU0020,3/24/2017,SUB,REQ
2072,KU0020,0,3/8/2017,2392,3/8/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2042,K0W248,0,3/20/2017,2343,3/21/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2073,KU0044,0,1/16/2017,2392,1/16/2017,1,RCHANNING,KU0044,3/24/2017,SUB,REQ
2073,KU0044,0,1/16/2017,2392,1/16/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2045,K0W249,0,3/22/2017,2343,3/23/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2077,KU0131,0,7/12/2017,2392,7/12/2017,1,RCHANNING,KU0131,3/24/2017,SUB,REQ
2077,KU0131,0,7/12/2017,2392,7/12/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2078,KU0076,0,2/21/2017,2392,2/21/2017,1,RCHANNING,KU0076,3/24/2017,SUB,REQ
2078,KU0076,0,2/21/2017,2392,2/21/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2079,KU0076,0,3/7/2017,2343,3/7/2017,1,RCHANNING,KU0076,3/24/2017,SUB,REQ
2079,KU0076,0,3/7/2017,2343,3/7/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2080,KU0039,0,3/7/2017,2392,3/7/2017,1,RCHANNING,KU0039,3/24/2017,SUB,REQ
2080,KU0039,0,3/7/2017,2392,3/7/2017,2,RCHANNING,KU0046,3/24/2017,APV,REQ
2078,KU0076,0,2/21/2017,2392,2/21/2017,3,RCHANNING,KU0076,3/24/2017,SUB,CAN
2078,KU0076,0,2/21/2017,2392,2/21/2017,4,RCHANNING,KU0046,3/24/2017,APV,CAN
2078,KU0076,0,2/21/2017,2392,2/21/2017,5,RCHANNING,KU0046,3/24/2017,APV,CAN
2078,KU0076,0,2/21/2017,2392,2/21/2017,6,RCHANNING,KU0046,3/24/2017,CAN,REQ
2085,K0W202,0,3/27/2017,2392,3/29/2017,1,HAM_K0W210,K0W210,3/27/2017,SAV, 
2086,K0W202,1,3/20/2017,2392,3/23/2017,1,HAM_K0W210,K0W210,3/27/2017,SAV, 
2087,K0W204,0,3/20/2017,2392,3/22/2017,1,HAM_K0W210,K0W210,3/27/2017,SAV, 
1809,KU0130,0,11/15/2016,2392,11/15/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1701,KU0134,0,6/20/2016,2343,6/20/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1660,KU0130,0,6/1/2016,2344,6/1/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1661,KU0130,0,7/19/2016,2343,7/19/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1662,KU0130,0,7/25/2016,2392,7/28/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1663,KU0130,0,8/5/2016,2344,8/5/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1664,KU0130,0,8/30/2016,2392,8/30/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1681,KU0141,0,5/16/2016,2343,5/16/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1682,KU0141,0,5/30/2016,2392,5/31/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1683,KU0141,0,6/2/2016,2343,6/2/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1720,KU0079,0,3/8/2016,2343,3/8/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1723,KU0079,0,8/22/2016,2343,8/22/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1724,KU0079,0,5/16/2016,2343,5/16/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1823,KU0020,0,8/15/2016,2392,8/15/2016,1,CSTEVENSON,KU0020,9/9/2016,SUB,REQ
1825,KU0020,0,9/28/2016,2392,9/28/2016,1,RCHANNING,KU0020,9/9/2016,SUB,REQ
1825,KU0020,0,9/28/2016,2392,9/28/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1694,KU0173,0,6/6/2016,2344,6/6/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1717,KU0146,0,2/15/2016,2343,2/15/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1829,KU0076,0,10/11/2016,2392,10/11/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1910,KU0020,0,11/7/2016,2392,11/14/2016,2,RCHANNING,KU0046,11/7/2016,DNY,REQ
1914,KU0131,0,12/1/2016,2392,12/9/2016,2,RCHANNING,KU0046,11/9/2016,APV,REQ
1915,KU0135,0,12/1/2016,2392,12/15/2016,2,CSTEVENSON,KU0020,11/9/2016,APV,REQ
1928,KU0140,0,1/18/2017,2392,1/18/2017,1,JPATTERSON,KU0131,2/9/2017,SUB, 
1929,KU0171,0,1/19/2017,2392,1/19/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1930,KU0142,0,1/15/2017,2343,1/15/2017,1,JPATTERSON,KU0131,2/9/2017,SUB, 
1933,KU0174,0,1/18/2017,2392,1/18/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1937,KU0172,0,2/15/2017,2392,2/15/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1939,KU0140,0,2/14/2017,2392,2/14/2017,1,JPATTERSON,KU0131,2/9/2017,SUB, 
1940,KU0171,0,2/15/2017,2392,2/15/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1946,KU0314,0,2/14/2017,2343,2/14/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1947,KU0175,0,3/17/2017,2343,3/17/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1950,KU0130,0,3/14/2017,2392,3/14/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1951,KU0176,0,3/13/2017,2392,3/13/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
1956,KU0171,0,3/17/2017,2343,3/17/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
2049,K0W233,0,3/8/2017,2343,3/9/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2052,K0W236,0,3/20/2017,2392,3/23/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
2062,K0W205,0,3/30/2017,2343,3/30/2017,1,SAMPLE,KU0007,3/22/2017,SAV, 
2098,KU0500,0,6/30/2017,2392,6/30/2017,3,SAMPLE,KU0007,5/3/2017,SUB,REQ
2099,KU0509,0,4/4/2017,2392,4/4/2017,3,SAMPLE,KU0007,5/3/2017,SUB,REQ
1766,KU0173,0,7/6/2016,2392,7/6/2016,1,SAMPLE,KU0007,8/31/2016,SAV, 
1687,KU0141,0,8/22/2016,2343,8/22/2016,2,RCHANNING,KU0046,9/9/2016,APV,REQ
1805,KU0130,0,7/11/2016,2392,7/11/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1807,KU0130,0,9/13/2016,2392,9/13/2016,1,HCRUSA_KU0130,KU0130,9/8/2016,APV, 
1832,KU0044,0,11/28/2016,2392,11/29/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1834,KU0102,0,9/5/2016,2392,9/5/2016,1,RCHANNING,KU0046,9/9/2016,APV, 
1836,KU0102,0,11/28/2016,2392,11/29/2016,2,EDONAHUE,KU0102,9/9/2016,SUB,CAN
1837,KU0102,0,11/7/2016,2392,11/7/2016,1,EDONAHUE,KU0102,9/9/2016,SUB,REQ
1881,KU0509,0,10/20/2016,2343,10/20/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1882,KU0509,0,12/23/2016,2392,12/26/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1885,KU0511,0,12/2/2016,2343,12/2/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1892,KU0041,0,10/14/2016,2392,10/16/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1894,KU0435,0,12/16/2016,2392,12/20/2016,1,SAMPLE,KU0007,10/5/2016,SAV, 
1911,KU0131,0,11/7/2016,2392,11/8/2016,2,JPATTERSON,KU0131,11/7/2016,CAN,REQ
1912,KU0131,0,11/9/2016,2392,11/10/2016,1,JPATTERSON,KU0131,11/7/2016,SUB,REQ
1913,KU0131,0,11/28/2016,2392,11/28/2016,1,JPATTERSON,KU0131,11/9/2016,SUB,REQ
1913,KU0131,0,11/28/2016,2392,11/28/2016,2,RCHANNING,KU0046,11/9/2016,APV,REQ
1915,KU0135,0,12/1/2016,2392,12/15/2016,3,FTHOMPSON,KU0135,11/9/2016,SUB,CAN
1931,KU0141,0,1/16/2017,2392,1/16/2017,1,JPATTERSON,KU0131,2/9/2017,APV, 
1949,KU0174,0,3/15/2017,2392,3/15/2017,1,JPATTERSON,KU0131,2/13/2017,APV, 
2056,K0W248,0,2/3/2017,2343,2/3/2017,1,SAMPLE,KU0007,3/21/2017,SAV, 
